연번,발생일자,사고유형,발생역,발생시간,비고
1892,2021-04-06,출입문관련,건대입구(7)역,07:57:00,
1893,2021-04-05,역구내 사고,창동역,09:50:00,
1894,2021-04-05,출입문관련,노원(4)역,09:33:00,
1895,2021-04-05,열차내 사고,공릉역,08:27:00,
1896,2021-04-05,출입문관련,신도림(2)역,14:16:00,
1897,2021-04-01,열차내 사고,종로5가역,07:09:00,
1898,2021-04-01,승강설비관련,신도림(2)역,10:59:00,
1899,2021-04-01,승강설비관련,신도림(2)역,10:59:00,
1900,2021-04-01,출입문관련,제기동역,14:22:00,
1901,2021-04-01,승강설비관련,신도림(2)역,10:49:00,
1902,2021-03-31,출입문관련,목동역,09:26:00,
1903,2021-03-31,출입문관련,을지로3가(2)역,15:11:00,
1904,2021-03-29,출입문관련,주안역,16:45:00,
1905,2021-03-29,출입문관련,상도역,17:37:00,
1906,2021-03-27,열차내 사고,신도림(2)역,15:50:00,
1907,2021-03-27,역구내 사고,새절역,22:57:00,
1908,2021-03-26,역구내 사고,영등포시장역,08:50:00,
1909,2021-03-23,역구내 사고,사당(4)역,08:30:00,
1910,2021-03-23,출입문관련,어린이대공원역,13:58:00,
1911,2021-03-20,출입문관련,신림역,18:27:00,
1912,2021-03-19,출입문관련,신도림(2)역,16:25:00,
1913,2021-03-18,역구내 사고,상계역,13:30:00,
1914,2021-03-17,출입문관련,군자(7)역,09:51:00,
1915,2021-03-15,발빠짐,을지로4가역,08:26:00,
1916,2021-03-15,출입문관련,쌍문역,13:29:00,
1917,2021-03-10,출입문관련,신당(2)역,16:30:00,
1918,2021-03-09,발빠짐,신당(2)역,08:35:00,
1919,2021-03-09,역구내 사고,상동역,17:55:00,
1920,2021-03-09,역구내 사고,상동역,18:00:00,
1921,2021-03-06,역구내 사고,구로디지털단지역,18:30:00,
1922,2021-03-05,열차내 사고,방배역,18:40:00,
1923,2021-03-05,열차내 사고,신도림(2)역,18:30:00,
1924,2021-03-05,열차내 사고,신도림(2)역,18:30:00,
1925,2021-03-05,열차내 사고,신림역,18:40:00,
1926,2021-03-04,발빠짐,신대방역,16:20:00,
1927,2021-03-03,역구내 사고,삼성역,07:06:00,
1928,2021-03-03,출입문관련,범계역,16:26:00,
1929,2021-02-26,역구내 사고,까치산(5)역,13:20:00,
1930,2021-02-25,발빠짐,양천구청역,07:43:00,
1931,2021-02-25,출입문관련,불광(3)역,19:23:00,
1932,2021-02-25,출입문관련,교대(3)역,16:57:00,
1933,2021-02-22,역구내 사고,제기동역,21:33:00,
1934,2021-02-21,역구내 사고,중화역,11:38:00,
1935,2021-02-18,출입문관련,충무로(3)역,14:16:00,
1936,2021-02-18,발빠짐,군자(7)역,08:43:00,
1937,2021-02-18,열차내 사고,광화문역,18:22:00,
1938,2021-02-18,승강설비관련,충무로(3)역,10:10:00,
1939,2021-02-16,열차내 사고,충정로(2)역,08:45:00,
1940,2021-02-16,출입문관련,잠실(2)역,22:08:00,
1941,2021-02-13,역구내 사고,경복궁역 ,10:55:00,
1942,2021-02-10,승강설비관련,오금(3)역,21:49:00,
1943,2021-02-09,승강설비관련,신대방삼거리역,16:41:00,
1944,2021-02-09,열차내 사고,신림역,18:29:00,
1945,2021-02-09,열차내 사고,사당(2)역,18:29:00,
1946,2021-02-08,역구내 사고,독바위역,12:40:00,
1947,2021-02-06,역구내 사고,성수역,15:41:00,
1948,2021-02-04,역구내 사고,잠원역,15:10:00,
1949,2021-02-03,출입문관련,수유역,17:38:00,
1950,2021-02-03,열차내 사고,천호(5)역,21:40:00,
1951,2021-02-03,출입문관련,신이문역,18:04:00,
1952,2021-02-03,열차내 사고,길동역,18:38:00,
1953,2021-02-01,출입문관련,숙대입구역,14:27:00,
1954,2021-01-30,발빠짐,신길역,18:15:00,
1955,2021-01-29,출입문관련,신도림(1)역,19:45:00,
1956,2021-01-29,역구내 사고,구로디지털단지역,15:30:00,
1957,2021-01-29,열차내 사고,온수(7)역,15:25:00,
1958,2021-01-28,역구내 사고,연신내(3)역,11:10:00,
1959,2021-01-28,역구내 사고,화랑대역,16:15:00,
1960,2021-01-28,발빠짐,이수(7)역,08:18:00,
1961,2021-01-26,출입문관련,명일역,19:29:00,
1962,2021-01-26,출입문관련,명일역,19:29:00,
1963,2021-01-21,역구내 사고,길음역,14:51:00,
1964,2021-01-21,역구내 사고,한성대입구역,22:40:00,
1965,2021-01-21,역구내 사고,사당(4)역,16:44:00,
1966,2021-01-20,승강설비관련,애오개역,06:34:00,
1967,2021-01-20,열차내 사고,청량리역,16:30:00,
1968,2021-01-18,출입문관련,굽은다리역,21:03:00,
1969,2021-01-18,역구내 사고,면목역,14:52:00,
1970,2021-01-16,발빠짐,동작역,12:16:00,
1971,2021-01-13,역구내 사고,을지로3가(3)역,13:00:00,
1972,2021-01-13,열차내 사고,홍대입구역,12:45:00,
1973,2021-01-13,승강설비관련,모란역,10:40:00,
1974,2021-01-13,역구내 사고,충정로(2)역,07:40:00,
1975,2021-01-13,역구내 사고,광화문역,08:54:00,
1976,2021-01-13,역구내 사고,신사역,09:45:00,
1977,2021-01-13,역구내 사고,논현역,10:35:00,
1978,2021-01-12,역구내 사고,문래역,19:55:00,
1979,2021-01-12,역구내 사고,공덕(5)역,08:45:00,
1980,2021-01-12,출입문관련,서울(4)역,16:40:00,
1981,2021-01-12,역구내 사고,잠실나루역,21:36:00,
1982,2021-01-12,기타,숭실대입구역,11:20:00,
1983,2021-01-11,역구내 사고,역삼역,19:43:00,
1984,2021-01-11,발빠짐,강남역,18:35:00,
1985,2021-01-11,발빠짐,동대문역사문화공원(2)역,14:16:00,
1986,2021-01-10,역구내 사고,창동역,08:40:00,
1987,2021-01-10,역구내 사고,수유역,14:30:00,
1988,2021-01-09,기타,암사역,15:06:00,
1989,2021-01-08,역구내 사고,신림역,14:04:00,
1990,2021-01-08,발빠짐,경복궁역 ,08:27:00,
1991,2021-01-07,역구내 사고,불광(6)역,08:00:00,
1992,2021-01-07,역구내 사고,미아역,09:08:00,
1993,2021-01-07,승강설비관련,방배역,21:20:00,
1994,2021-01-07,승강설비관련,충무로(4)역,11:27:00,
1995,2021-01-07,열차내 사고,태릉입구(6)역,14:09:00,
1996,2021-01-07,기타,수락산역,08:00:00,
1997,2021-01-07,역구내 사고,사당(2)역,09:08:00,
1998,2021-01-06,열차내 사고,강남역,19:20:00,
1999,2021-01-05,출입문관련,대림(7)역,07:27:00,
2000,2021-01-04,출입문관련,몽촌토성역,18:22:00,
2001,2021-01-03,역구내 사고,사당(4)역,10:30:00,
2002,2021-01-02,역구내 사고,합정(2)역,08:00:00,
2003,2021-01-02,역구내 사고,교대(3)역,16:30:00,
2004,2020-12-31,역구내 사고,동작역,08:11:00,
2005,2020-12-30,출입문관련,도곡역,16:17:00,
2006,2020-12-29,열차내 사고,면목역,12:35:00,
2007,2020-12-24,열차내 사고,충무로(3)역,08:20:00,
2008,2020-12-21,역구내 사고,광명사거리역,11:08:00,
2009,2020-12-18,출입문관련,부천역,17:15:00,
2010,2020-12-15,승강설비관련,쌍문역,15:46:00,
2011,2020-12-15,발빠짐,동대문역사문화공원(5)역,15:58:00,
2012,2020-12-14,역구내 사고,홍대입구역,00:02:00,
2013,2020-12-11,승강설비관련,미아사거리역,15:35:00,
2014,2020-12-08,승강설비관련,구로디지털단지역,11:29:00,
2015,2020-12-07,발빠짐,이수(7)역,08:30:00,
2016,2020-12-04,출입문관련,건대입구(7)역,17:11:00,
2017,2020-12-04,역구내 사고,충무로(4)역,13:55:00,
2018,2020-12-02,열차내 사고,신설동(1)역,15:10:00,
2019,2020-11-30,열차내 사고,안양역,09:50:00,
2020,2020-11-30,출입문관련,을지로4가역,16:09:00,
2021,2020-11-30,역구내 사고,길음역,07:38:00,
2022,2020-11-30,열차내 사고,대화역,14:00:00,
2023,2020-11-30,열차내 사고,사당(2)역,08:29:00,
2024,2020-11-27,출입문관련,을지로입구역,12:53:00,
2025,2020-11-27,열차내 사고,까치산(2)역,20:05:00,
2026,2020-11-26,출입문관련,대림(7)역,14:20:00,
2027,2020-11-26,발빠짐,철산역,08:41:00,
2028,2020-11-25,출입문관련,봉화산역,23:12:00,
2029,2020-11-24,발빠짐,철산역,18:54:00,
2030,2020-11-24,열차내 사고,정부과천청사역,09:15:00,
2031,2020-11-24,열차내 사고,을지로4가역,08:32:00,
2032,2020-11-23,출입문관련,독산역,09:07:00,
2033,2020-11-23,역구내 사고,신림역,09:33:00,
2034,2020-11-19,역구내 사고,신도림(2)역,08:15:00,
2035,2020-11-19,역구내 사고,교대(2)역,13:09:00,
2036,2020-11-19,역구내 사고,철산역,07:22:00,
2037,2020-11-19,역구내 사고,노원(4)역,09:10:00,
2038,2020-11-19,역구내 사고,신설동(1)역,12:50:00,
2039,2020-11-19,발빠짐,경복궁역 ,13:55:00,
2040,2020-11-19,열차내 사고,신도림(2)역,17:50:00,
2041,2020-11-19,역구내 사고,창동역,09:22:00,
2042,2020-11-19,열차내 사고,암사역,11:15:00,
2043,2020-11-19,열차내 사고,구로디지털단지역,17:55:00,
2044,2020-11-19,열차내 사고,문래역,17:55:00,
2045,2020-11-17,역구내 사고,수유역,19:22:00,
2046,2020-11-17,역구내 사고,화랑대역,11:25:00,
2047,2020-11-12,열차내 사고,건대입구(7)역,08:38:00,
2048,2020-11-11,역구내 사고,왕십리(2)역,18:27:00,
2049,2020-11-10,열차내 사고,음암역,19:27:00,
2050,2020-11-07,기타,노원(4)역,15:00:00,
2051,2020-11-07,역구내 사고,응암역,10:52:00,
2052,2020-11-07,승강설비관련,오목교역,21:53:00,
2053,2020-11-07,열차내 사고,아차산역,18:00:00,
2054,2020-11-04,발빠짐,고속터미널(7)역,18:23:00,
2055,2020-11-03,열차내 사고,매봉역,10:59:00,
2056,2020-11-03,역구내 사고,홍제역,15:40:00,
2057,2020-11-03,출입문관련,동대문역사문화공원(2)역,16:14:00,
2058,2020-11-03,역구내 사고,구파발(3)역,19:25:00,
2059,2020-11-02,열차내 사고,건대입구(7)역,10:30:00,
2060,2020-10-31,역구내 사고,합정(6)역,19:45:00,
2061,2020-10-31,역구내 사고,동대문(1)역,06:30:00,
2062,2020-10-30,열차내 사고,충무로(4)역,17:00:00,
2063,2020-10-28,승강설비관련,불광(6)역,15:49:00,
2064,2020-10-28,발빠짐,마포역,18:13:00,
2065,2020-10-26,역구내 사고,노원(7)역,11:53:00,
2066,2020-10-24,열차내 사고,구파발(3)역,13:10:00,
2067,2020-10-23,출입문관련,양재(3)역,16:45:00,
2068,2020-10-21,출입문관련,선릉(2)역,16:57:00,
2069,2020-10-21,승강설비관련,청량리역,13:45:00,
2070,2020-10-21,승강설비관련,청량리역,13:45:00,
2071,2020-10-19,역구내 사고,종각역,07:03:00,
2072,2020-10-16,열차내 사고,방화역,17:45:00,
2073,2020-10-16,열차내 사고,이수(4)역,11:01:00,
2074,2020-10-14,열차내 사고,공릉역,08:27:00,
2075,2020-10-13,출입문관련,잠실(2)역,13:03:00,
2076,2020-10-13,역구내 사고,신도림(2)역,12:28:00,
2077,2020-10-13,출입문관련,당고개역,06:05:00,
2078,2020-10-12,열차내 사고,건대입구(7)역,08:48:00,
2079,2020-10-12,출입문관련,상봉역,17:25:00,
2080,2020-10-12,역구내 사고,동대문역사문화공원(5)역,08:28:00,
2081,2020-10-07,출입문관련,개봉역,08:29:00,
2082,2020-10-07,출입문관련,면목역,17:55:00,
2083,2020-10-06,승강설비관련,충무로(4)역,09:31:00,
2084,2020-10-06,열차내 사고,미아사거리역,23:30:00,
2085,2020-10-05,출입문관련,신길역,13:40:00,
2086,2020-10-04,승강설비관련,오금(3)역,12:07:00,
2087,2020-10-01,출입문관련,서울대입구역,12:50:00,
2088,2020-09-28,역구내 사고,동묘앞(1)역,08:18:00,
2089,2020-09-28,열차내 사고,명동역,07:54:00,
2090,2020-09-27,출입문관련,도봉산(7)역,14:46:00,
2091,2020-09-25,역구내 사고,제기동역,09:00:00,
2092,2020-09-25,역구내 사고,대림(2)역,13:30:00,
2093,2020-09-25,발빠짐,연신내(6)역,07:35:00,
2094,2020-09-24,역구내 사고,부평구청역,18:54:00,
2095,2020-09-23,열차내 사고,매봉역,09:20:00,
2096,2020-09-23,열차내 사고,이수(4)역,07:23:00,
2097,2020-09-21,발빠짐,동대문역사문화공원(4)역,07:59:00,
2098,2020-09-19,역구내 사고,창동역,00:20:00,
2099,2020-09-19,출입문관련,성신여대입구역,18:32:00,
2100,2020-09-17,출입문관련,미아역,15:47:00,
2101,2020-09-16,발빠짐,동대문역사문화공원(4)역,09:48:00,
2102,2020-09-11,발빠짐,서울(1)역,15:51:00,
2103,2020-09-11,출입문관련,건대입구(2)역,08:27:00,
2104,2020-09-10,역구내 사고,하계역,09:42:00,
2105,2020-09-07,역구내 사고,강변역,08:51:00,
2106,2020-09-07,역구내 사고,수락산역,08:34:00,
2107,2020-09-07,역구내 사고,성수역,18:40:00,
2108,2020-09-06,열차내 사고,석계(1)역,15:05:00,
2109,2020-09-06,역구내 사고,이수(7)역,16:50:00,
2110,2020-09-03,열차내 사고,신정역,07:35:00,
2111,2020-09-03,역구내 사고,시청(1)역,07:30:00,
2112,2020-09-02,역구내 사고,공릉역,13:17:00,
2113,2020-09-02,역구내 사고,남부터미널역,23:10:00,
2114,2020-09-01,열차내 사고,을지로3가(3)역,08:20:00,
2115,2020-08-31,열차내 사고,광명사거리역,08:15:00,
2116,2020-08-31,열차내 사고,당고개역,18:03:00,
2117,2020-08-29,열차내 사고,수유역,19:55:00,
2118,2020-08-28,발빠짐,여의도역,18:28:00,
2119,2020-08-28,역구내 사고,동대입구역,21:10:00,
2120,2020-08-27,발빠짐,장승배기역,21:35:00,
2121,2020-08-22,열차내 사고,신설동(1)역,09:30:00,
2122,2020-08-21,역구내 사고,대치역,15:58:00,
2123,2020-08-20,승강설비관련,도봉산(7)역,08:32:00,
2124,2020-08-19,역구내 사고,교대(2)역,12:00:00,
2125,2020-08-19,출입문관련,신도림(2)역,08:37:00,
2126,2020-08-18,출입문관련,까치산(5)역,08:15:00,
2127,2020-08-16,역구내 사고,노원(4)역,12:19:00,
2128,2020-08-16,출입문관련,미아역,09:19:00,
2129,2020-08-14,승강설비관련,약수(6)역,17:07:00,
2130,2020-08-14,출입문관련,발산역,12:20:00,
2131,2020-08-14,열차내 사고,기타,18:35:00,
2132,2020-08-14,열차내 사고,이수(4)역,18:35:00,
2133,2020-08-13,출입문관련,굽은다리역,22:52:00,
2134,2020-08-13,출입문관련,대림(2)역,09:54:00,
2135,2020-08-13,출입문관련,상일동역,07:35:00,
2136,2020-08-12,출입문관련,애오개역,18:26:00,
2137,2020-08-12,출입문관련,수유역,08:26:00,
2138,2020-08-12,출입문관련,미사역,11:08:00,
2139,2020-08-11,역구내 사고,하계역,11:03:00,
2140,2020-08-10,역구내 사고,장승배기역,08:45:00,
2141,2020-08-10,기타,한양대역,미상,
2142,2020-08-08,발빠짐,성신여대입구역,17:32:00,
2143,2020-08-08,출입문관련,발산역,11:39:00,
2144,2020-08-08,출입문관련,미아사거리역,08:47:00,
2145,2020-08-07,출입문관련,대림(7)역,06:26:00,
2146,2020-08-07,출입문관련,신도림(2)역,21:30:00,
2147,2020-08-07,출입문관련,금정역,13:10:00,
2148,2020-08-06,승강설비관련,천호(5)역,12:22:00,
2149,2020-08-05,출입문관련,선릉(2)역,09:36:00,
2150,2020-08-05,열차내 사고,서울대입구역,23:31:00,
2151,2020-08-03,역구내 사고,회현역,09:20:00,
2152,2020-08-03,출입문관련,동대문역사문화공원(4)역,19:40:00,
2153,2020-08-03,역구내 사고,역촌역,07:32:00,
2154,2020-08-02,승강설비관련,고속터미널(3)역,09:57:00,
2155,2020-08-02,승강설비관련,암사역,미상,
2156,2020-08-01,역구내 사고,이수(7)역,13:38:00,
2157,2020-07-30,열차내 사고,구로디지털단지역,22:30:00,
2158,2020-07-29,열차내 사고,문래역,08:55:00,
2159,2020-07-29,열차내 사고,문래역,08:57:00,
2160,2020-07-27,출입문관련,동작역,19:56:00,
2161,2020-07-27,출입문관련,청구(5)역,17:11:00,
2162,2020-07-27,역구내 사고,삼성역,14:19:00,
2163,2020-07-24,출입문관련,내방역,18:36:00,
2164,2020-07-23,역구내 사고,서울(1)역,15:30:00,
2165,2020-07-23,출입문관련,방이역,13:40:00,
2166,2020-07-23,역구내 사고,길음역,07:50:00,
2167,2020-07-23,역구내 사고,면목역,20:55:00,
2168,2020-07-23,열차내 사고,혜화역,15:05:00,
2169,2020-07-22,역구내 사고,신설동(1)역,05:45:00,
2170,2020-07-22,발빠짐,방배역,18:35:00,
2171,2020-07-21,열차내 사고,합정(2)역,18:50:00,
2172,2020-07-17,역구내 사고,양재역,15:15:00,
2173,2020-07-16,출입문관련,화곡역,17:20:00,
2174,2020-07-16,출입문관련,발산역,17:54:00,
2175,2020-07-16,출입문관련,까치산(5)역,08:10:00,
2176,2020-07-14,출입문관련,사당(4)역,19:00:00,
2177,2020-07-14,역구내 사고,중곡역,미상,
2178,2020-07-13,승강설비관련,노원(7)역,21:05:00,
2179,2020-07-11,발빠짐,성신여대입구역,16:08:00,
2180,2020-07-10,역구내 사고,당고개역,13:00:00,
2181,2020-07-10,출입문관련,불광(3)역,07:58:00,
2182,2020-07-09,출입문관련,성수역,17:24:00,
2183,2020-07-09,출입문관련,사당(2)역,18:02:00,
2184,2020-07-08,열차내 사고,가산디지털단지(7)역,10:38:00,
2185,2020-07-08,출입문관련,왕십리(2)역,11:40:00,
2186,2020-07-08,출입문관련,동대문역사문화공원(5)역,18:26:00,
2187,2020-07-08,역구내 사고,명동역,미상,
2188,2020-07-07,열차내 사고,시청(1)역,15:15:00,
2189,2020-07-07,열차내 사고,사당(4)역,16:39:00,
2190,2020-07-06,출입문관련,교대(2)역,17:40:00,
2191,2020-07-06,출입문관련,종로3가(5)역,10:25:00,
2192,2020-07-06,열차내 사고,사당(4)역,16:00:00,
2193,2020-07-05,발빠짐,시청(2)역,17:57:00,
2194,2020-07-03,출입문관련,신도림(2)역,11:50:00,
2195,2020-07-03,출입문관련,서초역,17:35:00,
2196,2020-07-02,열차내 사고,굽은다리역,18:50:00,
2197,2020-07-02,출입문관련,종로5가역,17:17:00,
2198,2020-07-02,출입문관련,까치울역,17:36:00,
2199,2020-07-01,열차내 사고,홍제역,18:38:00,
2200,2020-06-30,발빠짐,도봉산(7)역,07:33:00,
2201,2020-06-30,열차내 사고,동대문역사문화공원(5)역,06:15:00,
2202,2020-06-29,출입문관련,상일동역,18:26:00,
2203,2020-06-26,출입문관련,중계역,미상,
2204,2020-06-26,출입문관련,노원(7)역,13:08:00,
2205,2020-06-26,승강설비관련,까치산(5)역,08:13:00,
2206,2020-06-25,승강설비관련,영등포구청(5)역,15:34:00,
2207,2020-06-25,열차내 사고,건대입구(7)역,08:30:00,
2208,2020-06-23,발빠짐,구로디지털단지역,16:50:00,
2209,2020-06-22,역구내 사고,아현역,17:45:00,
2210,2020-06-19,출입문관련,신용산역,21:08:00,
2211,2020-06-19,출입문관련,잠실나루역,20:28:00,
2212,2020-06-17,출입문관련,강변역,22:16:00,
2213,2020-06-15,발빠짐,충무로(3)역,11:52:00,
2214,2020-06-11,열차내 사고,상계역,10:42:00,
2215,2020-06-11,열차내 사고,강남역,21:21:00,
2216,2020-06-11,열차내 사고,서울(1)역,16:06:00,
2217,2020-06-11,발빠짐,경복궁역 ,08:16:00,
2218,2020-06-11,출입문관련,공덕(6)역,10:02:00,
2219,2020-06-08,열차내 사고,서대문역,08:46:00,
2220,2020-06-08,역구내 사고,신용산역,18:13:00,
2221,2020-06-07,승강설비관련,신도림(2)역,15:40:00,
2222,2020-06-05,출입문관련,가산디지털단지(7)역,08:46:00,
2223,2020-06-05,발빠짐,발산역,08:30:00,
2224,2020-06-04,출입문관련,충무로(4)역,10:07:00,
2225,2020-06-03,발빠짐,서대문역,08:41:00,
2226,2020-06-03,발빠짐,신촌역,21:34:00,
2227,2020-06-01,출입문관련,하계역,09:16:00,
2228,2020-06-01,출입문관련,부천종합운동장역,19:20:00,
2229,2020-05-30,승강설비관련,회현역,10:37:00,
2230,2020-05-29,열차내 사고,동대문(4)역,08:50:00,
2231,2020-05-29,출입문관련,대치역,20:23:00,
2232,2020-05-28,발빠짐,동대문역사문화공원(4)역,08:39:00,
2233,2020-05-28,출입문관련,김포공항(5)역,13:48:00,
2234,2020-05-25,역구내 사고,성수역,07:38:00,
2235,2020-05-25,역구내 사고,서울(1)역,14:41:00,
2236,2020-05-25,열차내 사고,동대문(1)역,18:19:00,
2237,2020-05-24,출입문관련,공덕(5)역,15:18:00,
2238,2020-05-24,승강설비관련,군자(5)역,16:11:00,
2239,2020-05-24,열차내 사고,월곡역,20:22:00,
2240,2020-05-24,열차내 사고,송파역,09:57:00,
2241,2020-05-22,열차내 사고,신림역,20:16:00,
2242,2020-05-22,출입문관련,교대(2)역,18:10:00,
2243,2020-05-22,역구내 사고,효창공원역,20:09:00,
2244,2020-05-20,역구내 사고,청량리역,19:46:00,
2245,2020-05-19,역구내 사고,동대문(4)역,18:06:00,
2246,2020-05-16,발빠짐,충무로(3)역,16:18:00,
2247,2020-05-15,역구내 사고,수락산역,09:38:00,
2248,2020-05-15,역구내 사고,창신역,17:44:00,
2249,2020-05-14,출입문관련,동대문역사문화공원(2)역,07:45:00,
2250,2020-05-14,출입문관련,강동역,21:27:00,
2251,2020-05-13,출입문관련,가산디지털단지(7)역,18:22:00,
2252,2020-05-13,발빠짐,제기동역,11:05:00,
2253,2020-05-11,출입문관련,강남구청역,09:24:00,
2254,2020-05-11,출입문관련,미아사거리역,18:21:00,
2255,2020-05-09,열차내 사고,까치산(5)역,15:21:00,
2256,2020-05-09,역구내 사고,망원역,09:45:00,
2257,2020-05-09,역구내 사고,오금(5)역,00:03:00,
2258,2020-05-09,역구내 사고,왕십리(2)역,10:35:00,
2259,2020-05-08,열차내 사고,쌍문역,08:00:00,
2260,2020-05-07,열차내 사고,사당(4)역,12:42:00,
2261,2020-05-07,출입문관련,온수(7)역,07:57:00,
2262,2020-05-06,역구내 사고,당고개역,15:46:00,
2263,2020-05-03,출입문관련,온수(7)역,07:57:00,
2264,2020-05-02,열차내 사고,신설동(1)역,11:30:00,
2265,2020-05-02,열차내 사고,신설동(1)역,11:00:00,
2266,2020-05-02,역구내 사고,합정(6)역,18:00:00,
2267,2020-05-02,역구내 사고,창동역,11:40:00,
2268,2020-05-01,출입문관련,신림역,17:44:00,
2269,2020-04-29,출입문관련,디지털미디어시티역,09:12:00,
2270,2020-04-27,열차내 사고,낙성대역,09:05:00,
2271,2020-04-27,출입문관련,신대방역,16:06:00,
2272,2020-04-25,열차내 사고,창동역,21:20:00,
2273,2020-04-25,역구내 사고,종각역,14:10:00,
2274,2020-04-25,역구내 사고,종각역,14:05:00,
2275,2020-04-23,열차내 사고,동대문(4)역,20:45:00,
2276,2020-04-21,역구내 사고,잠실새내역,11:45:00,
2277,2020-04-20,출입문관련,신사역,09:45:00,
2278,2020-04-18,발빠짐,상왕십리역,21:44:00,
2279,2020-04-16,열차내 사고,홍대입구역,11:08:00,
2280,2020-04-16,열차내 사고,녹사평역,09:49:00,
2281,2020-04-15,발빠짐,충무로(3)역,13:44:00,
2282,2020-04-12,역구내 사고,창동역,19:00:00,
2283,2020-04-10,열차내 사고,동대문역사문화공원(2)역,09:18:00,
2284,2020-04-01,역구내 사고,군자(5)역,23:37:00,
2285,2020-04-01,출입문관련,녹번역,18:39:00,
2286,2020-03-31,열차내 사고,왕십리(5)역,09:02:00,
2287,2020-03-31,역구내 사고,잠실새내역,09:30:00,
2288,2020-03-29,출입문관련,반포역,17:23:00,
2289,2020-03-27,발빠짐,성신여대입구역,22:47:00,
2290,2020-03-27,역구내 사고,강변역,06:28:00,
2291,2020-03-27,발빠짐,군자(7)역,08:19:00,
2292,2020-03-27,역구내 사고,제기동역,11:50:00,
2293,2020-03-26,열차내 사고,서울대입구역,17:05:00,
2294,2020-03-24,출입문관련,영등포구청(2)역,07:28:00,
2295,2020-03-23,출입문관련,가락시장(8)역,22:45:00,
2296,2020-03-19,역구내 사고,건대입구(2)역,14:48:00,
2297,2020-03-19,출입문관련,동묘앞(1)역,14:15:00,
2298,2020-03-16,역구내 사고,먹골역,09:00:00,
2299,2020-03-15,출입문관련,아차산역,20:45:00,
2300,2020-03-15,기타,뚝섬역,13:05:00,
2301,2020-03-14,발빠짐,동대문역사문화공원(4)역,20:43:00,
2302,2020-03-14,역구내 사고,용답역,16:47:00,
2303,2020-03-10,역구내 사고,답십리역,22:50:00,
2304,2020-03-10,역구내 사고,암사역,05:29:00,
2305,2020-03-10,역구내 사고,서대문역,05:35:00,
2306,2020-03-10,출입문관련,응암역,11:34:00,
2307,2020-03-09,승강설비관련,마포역,19:00:00,
2308,2020-03-05,발빠짐,동대문역사문화공원(4)역,08:29:00,
2309,2020-03-02,승강설비관련,미아역,08:44:00,
2310,2020-03-02,출입문관련,안국역,08:01:00,
2311,2020-03-01,역구내 사고,삼성역,19:51:00,
2312,2020-02-28,승강설비관련,이수(7)역,23:00:00,
2313,2020-02-21,열차내 사고,수락산역,19:03:00,
2314,2020-02-21,역구내 사고,도봉산(7)역,08:50:00,
2315,2020-02-20,발빠짐,서울(1)역,12:12:00,
2316,2020-02-20,역구내 사고,군자(5)역,07:22:00,
2317,2020-02-19,열차내 사고,애오개역,18:35:00,
2318,2020-02-18,역구내 사고,창동역,07:26:00,
2319,2020-02-18,역구내 사고,당산(2)역,16:02:00,
2320,2020-02-17,발빠짐,금호역,08:25:00,
2321,2020-02-17,출입문관련,사당(2)역,16:40:00,
2322,2020-02-17,역구내 사고,미아사거리역,13:30:00,
2323,2020-02-16,역구내 사고,삼성역,13:52:00,
2324,2020-02-16,출입문관련,창동역,13:58:00,
2325,2020-02-16,역구내 사고,삼성역,15:10:00,
2326,2020-02-16,역구내 사고,삼성역,13:53:00,
2327,2020-02-15,출입문관련,서울(1)역,16:26:00,
2328,2020-02-13,발빠짐,동대문역사문화공원(4)역,21:29:00,
2329,2020-02-13,역구내 사고,종로3가(1)역,06:40:00,
2330,2020-02-12,발빠짐,어린이대공원역,08:18:00,
2331,2020-02-10,출입문관련,충무로(3)역,08:42:00,
2332,2020-02-07,기타,뚝섬역,10:30:00,
2333,2020-02-07,출입문관련,성수역,08:43:00,
2334,2020-02-06,승강설비관련,대림(7)역,10:45:00,
2335,2020-02-05,출입문관련,동대문(1)역,19:16:00,
2336,2020-02-05,출입문관련,상도역,17:45:00,
2337,2020-02-05,역구내 사고,종로3가(1)역,07:50:00,
2338,2020-02-05,발빠짐,동대문역사문화공원(4)역,08:15:00,
2339,2020-02-05,승강설비관련,회현역,13:36:00,
2340,2020-02-04,승강설비관련,온수(7)역,17:39:00,
2341,2020-02-04,발빠짐,고속터미널(7)역,08:19:00,
2342,2020-02-03,발빠짐,동대문역사문화공원(4)역,18:20:00,
2343,2020-01-31,발빠짐,구로디지털단지역,08:40:00,
2344,2020-01-30,발빠짐,사당(2)역,18:30:00,
2345,2020-01-29,열차내 사고,잠실(2)역,20:45:00,
2346,2020-01-29,발빠짐,홍대입구역,22:28:00,
2347,2020-01-27,출입문관련,수락산역,14:26:00,
2348,2020-01-23,출입문관련,경찰병원역,08:15:00,
2349,2020-01-23,출입문관련,신설동(1)역,08:45:00,
2350,2020-01-21,열차내 사고,원당역,08:20:00,
2351,2020-01-21,출입문관련,청담역,08:45:00,
2352,2020-01-21,출입문관련,삼송역,09:09:00,
2353,2020-01-20,출입문관련,연신내(6)역,19:01:00,
2354,2020-01-20,발빠짐,교대(2)역,22:24:00,
2355,2020-01-20,출입문관련,공덕(5)역,10:16:00,
2356,2020-01-20,출입문관련,경찰병원역,15:04:00,
